author,questions_posted,first_question,answers_posted,first_answer,join_date,total_posts,is_bot
Marshall,0,,4,2024-09-28 06:53:23+00:00,2024-09-28 06:53:23+00:00,4,False
Martin Švanda,3,2024-04-18 10:53:27+00:00,3,2024-04-18 14:34:40+00:00,2024-04-18 10:53:27+00:00,6,False
Matt 👨🏼💻,1,2024-07-04 06:25:45+00:00,0,,2024-07-04 06:25:45+00:00,1,False
Mc Samuel,0,,11,2024-01-10 18:53:22+00:00,2024-01-10 18:53:22+00:00,11,False
McClowny,1,2025-03-30 19:22:48+00:00,6,2025-03-30 19:34:19+00:00,2025-03-30 19:22:48+00:00,7,False
Mees,1,2024-03-28 18:36:14+00:00,0,,2024-03-28 18:36:14+00:00,1,False
Mia,1,2023-03-22 03:40:20+00:00,4,2023-03-22 06:48:43+00:00,2023-03-22 03:40:20+00:00,5,False
Mike,4,2025-04-03 20:23:38+00:00,11,2024-07-31 23:07:19+00:00,2024-07-31 23:07:19+00:00,15,False
MindfulTatiana,1,2024-01-07 14:50:57+00:00,0,,2024-01-07 14:50:57+00:00,1,False
Miszkas_sm,1,2025-05-24 16:23:06+00:00,13,2025-05-24 16:26:39+00:00,2025-05-24 16:23:06+00:00,14,False
Mitch,0,,2,2024-10-11 10:51:22+00:00,2024-10-11 10:51:22+00:00,2,False
Mohammed_Malleck,0,,24,2024-05-20 11:42:04+00:00,2024-05-20 11:42:04+00:00,24,False
Moki,1,2023-04-24 15:33:43+00:00,0,,2023-04-24 15:33:43+00:00,1,False
Molasses,2,2024-07-25 18:28:31+00:00,4,2024-07-25 22:18:27+00:00,2024-07-25 18:28:31+00:00,6,False
MoogleCoder,0,,2,2025-03-31 13:21:29+00:00,2025-03-31 13:21:29+00:00,2,False
Morgan,0,,2,2023-11-04 18:09:24+00:00,2023-11-04 18:09:24+00:00,2,False
MortisGuy777,1,2024-01-12 00:36:12+00:00,1,2024-01-13 00:27:54+00:00,2024-01-12 00:36:12+00:00,2,False
Mr. Limbo,2,2024-03-03 10:54:45+00:00,1,2024-06-25 15:59:43+00:00,2024-03-03 10:54:45+00:00,3,False
Muhammad Muzzamal,2,2025-04-07 19:16:33+00:00,11,2025-04-07 19:22:01+00:00,2025-04-07 19:16:33+00:00,13,False
Muhammad Zeeshan,1,2024-08-19 18:10:48+00:00,0,,2024-08-19 18:10:48+00:00,1,False
Mujab_ayo,2,2023-03-03 09:40:06+00:00,0,,2023-03-03 09:40:06+00:00,2,False
My name is Err,1,2024-09-09 20:17:19+00:00,6,2024-09-09 20:30:53+00:00,2024-09-09 20:17:19+00:00,7,False
Mythril,0,,4,2023-12-21 06:08:52+00:00,2023-12-21 06:08:52+00:00,4,False
NINJA⚔,1,2023-08-09 23:51:09+00:00,0,,2023-08-09 23:51:09+00:00,1,False
NK_dacoder,1,2024-09-24 10:07:19+00:00,0,,2024-09-24 10:07:19+00:00,1,False
NT,4,2023-05-06 13:27:09+00:00,6,2023-05-07 12:40:24+00:00,2023-05-06 13:27:09+00:00,10,False
Naomi,4,2022-09-14 16:12:44+00:00,53,2022-09-14 16:14:35+00:00,2022-09-14 16:12:44+00:00,57,False
Nassim,1,2025-03-09 05:53:16+00:00,3,2025-03-09 05:53:23+00:00,2025-03-09 05:53:16+00:00,4,False
NatsuDragneel,1,2024-06-11 20:29:32+00:00,1,2024-06-20 13:46:25+00:00,2024-06-11 20:29:32+00:00,2,False
NeedHelp!!!!,2,2023-10-13 08:34:21+00:00,1,2023-10-13 10:17:19+00:00,2023-10-13 08:34:21+00:00,3,False
Nevin06,4,2023-05-08 18:36:41+00:00,8,2023-05-09 05:47:14+00:00,2023-05-08 18:36:41+00:00,12,False
Nicholas Bennett,0,,7,2025-05-03 01:55:06+00:00,2025-05-03 01:55:06+00:00,7,False
Nickel Firepower (Nico),1,2023-02-06 22:11:39+00:00,1,2023-02-07 02:14:20+00:00,2023-02-06 22:11:39+00:00,2,False
Nikolaj - Nick,3,2025-04-07 15:53:44+00:00,35,2025-04-07 15:56:48+00:00,2025-04-07 15:53:44+00:00,38,False
Nils,0,,1,2024-07-23 09:22:42+00:00,2024-07-23 09:22:42+00:00,1,False
NirajN,0,,3,2022-09-14 16:26:30+00:00,2022-09-14 16:26:30+00:00,3,False
Njun,0,,8,2023-11-11 14:15:31+00:00,2023-11-11 14:15:31+00:00,8,False
Nooz,1,2022-12-13 19:23:59+00:00,7,2022-12-13 19:26:09+00:00,2022-12-13 19:23:59+00:00,8,False
Noxillio,1,2022-10-06 16:57:28+00:00,4,2022-10-06 17:08:14+00:00,2022-10-06 16:57:28+00:00,5,False
Oscar Rodríguez,1,2023-05-11 23:21:09+00:00,5,2022-11-29 09:13:26+00:00,2022-11-29 09:13:26+00:00,6,False
Oyasumhi,1,2024-08-21 04:40:38+00:00,1,2024-08-21 11:29:45+00:00,2024-08-21 04:40:38+00:00,2,False
Pablo Caballero,0,,4,2024-01-31 15:57:19+00:00,2024-01-31 15:57:19+00:00,4,False
PapermasteroneDC,3,2024-06-05 13:50:16+00:00,12,2024-06-05 23:51:04+00:00,2024-06-05 13:50:16+00:00,15,False
Param Dhama,0,,1,2025-04-18 19:33:18+00:00,2025-04-18 19:33:18+00:00,1,False
PenLandSaga,2,2024-11-09 10:52:23+00:00,2,2024-11-09 18:12:45+00:00,2024-11-09 10:52:23+00:00,4,False
Pers,0,,4,2025-03-16 21:33:09+00:00,2025-03-16 21:33:09+00:00,4,False
Phenyo,1,2023-09-16 10:34:34+00:00,0,,2023-09-16 10:34:34+00:00,1,False
Piku,0,,1,2025-05-06 17:36:57+00:00,2025-05-06 17:36:57+00:00,1,False
Pit,0,,2,2024-11-07 12:50:30+00:00,2024-11-07 12:50:30+00:00,2,False
PixelForge,2,2024-11-14 17:47:55+00:00,4,2024-11-14 17:49:37+00:00,2024-11-14 17:47:55+00:00,6,False
PlatonicLettuce,0,,4,2022-09-26 11:59:00+00:00,2022-09-26 11:59:00+00:00,4,False
Prakash Kandhasamy,1,2024-05-10 17:25:58+00:00,0,,2024-05-10 17:25:58+00:00,1,False
Pure,2,2023-11-22 11:36:36+00:00,26,2023-11-22 11:37:26+00:00,2023-11-22 11:36:36+00:00,28,False
Purnima,1,2024-05-21 13:54:37+00:00,1,2024-05-22 16:52:27+00:00,2024-05-21 13:54:37+00:00,2,False
R4DN4S,1,2025-01-23 14:16:50+00:00,8,2025-01-23 14:19:44+00:00,2025-01-23 14:16:50+00:00,9,False
RFC,0,,2,2024-01-29 04:19:06+00:00,2024-01-29 04:19:06+00:00,2,False
Raavanan,0,,8,2022-10-23 18:34:38+00:00,2022-10-23 18:34:38+00:00,8,False
Rain,6,2024-07-25 17:33:43+00:00,25,2024-07-25 17:42:14+00:00,2024-07-25 17:33:43+00:00,31,False
Raj,1,2025-05-18 10:54:39+00:00,1,2025-03-17 08:35:00+00:00,2025-03-17 08:35:00+00:00,2,False
Ramtzy,1,2024-04-27 08:38:55+00:00,1,2024-04-30 13:39:58+00:00,2024-04-27 08:38:55+00:00,2,False
Ran,1,2024-01-09 13:21:22+00:00,1,2024-01-09 15:17:57+00:00,2024-01-09 13:21:22+00:00,2,False
Rasheeddev,0,,1,2023-02-26 08:41:28+00:00,2023-02-26 08:41:28+00:00,1,False
RazzleFish DazzleFish,6,2024-02-27 10:27:09+00:00,330,2024-01-12 11:04:38+00:00,2024-01-12 11:04:38+00:00,336,False
Reayler,1,2024-04-07 09:13:12+00:00,4,2024-04-07 10:55:58+00:00,2024-04-07 09:13:12+00:00,5,False
Reba,1,2022-10-08 20:55:00+00:00,13,2022-10-08 21:14:15+00:00,2022-10-08 20:55:00+00:00,14,False
Reipdep,0,,8,2025-03-01 22:43:45+00:00,2025-03-01 22:43:45+00:00,8,False
Ren,4,2024-02-21 10:37:05+00:00,10,2024-02-21 10:42:24+00:00,2024-02-21 10:37:05+00:00,14,False
Retropixie,2,2024-02-01 12:44:56+00:00,4,2024-02-01 21:41:37+00:00,2024-02-01 12:44:56+00:00,6,False
RevelUp,3,2024-08-29 05:26:22+00:00,0,,2024-08-29 05:26:22+00:00,3,False
Rhombert,0,,26,2025-05-22 22:55:08+00:00,2025-05-22 22:55:08+00:00,26,False
Riley,2,2023-02-26 15:37:00+00:00,78,2023-01-29 03:09:23+00:00,2023-01-29 03:09:23+00:00,80,False
Rithvik,3,2024-04-18 06:19:26+00:00,15,2024-04-18 06:31:52+00:00,2024-04-18 06:19:26+00:00,18,False
Ritvars ⬣ r-staking.com,0,,5,2024-01-08 07:24:26+00:00,2024-01-08 07:24:26+00:00,5,False
Riya Dhami,2,2024-07-06 08:01:06+00:00,2,2024-07-06 16:11:57+00:00,2024-07-06 08:01:06+00:00,4,False
S0N!C,1,2024-06-02 07:25:48+00:00,1,2024-06-02 11:57:07+00:00,2024-06-02 07:25:48+00:00,2,False
ST,1,2024-01-27 19:28:09+00:00,0,,2024-01-27 19:28:09+00:00,1,False
Saburo,1,2024-01-24 10:17:55+00:00,18,2024-01-23 13:07:32+00:00,2024-01-23 13:07:32+00:00,19,False
Sachin,0,,3,2024-01-24 18:36:22+00:00,2024-01-24 18:36:22+00:00,3,False
Saint,1,2024-09-26 17:59:39+00:00,1,2024-09-26 18:17:29+00:00,2024-09-26 17:59:39+00:00,2,False
SaintPeter,2,2022-10-16 21:43:48+00:00,435,2022-09-17 21:17:21+00:00,2022-09-17 21:17:21+00:00,437,False
Sambhav,1,2024-06-24 20:04:10+00:00,1,2024-06-25 09:37:46+00:00,2024-06-24 20:04:10+00:00,2,False
Sboon,0,,4,2023-01-25 10:53:11+00:00,2023-01-25 10:53:11+00:00,4,False
Schalk,0,,2,2023-07-04 19:39:14+00:00,2023-07-04 19:39:14+00:00,2,False
Scheming Witch,2,2024-01-02 16:56:26+00:00,2,2024-01-02 17:01:24+00:00,2024-01-02 16:56:26+00:00,4,False
Scho,0,,2,2023-07-13 07:37:16+00:00,2023-07-13 07:37:16+00:00,2,False
Science,3,2025-03-12 19:51:58+00:00,23,2024-07-06 11:59:06+00:00,2024-07-06 11:59:06+00:00,26,False
Scott H,0,,1,2023-02-11 21:27:56+00:00,2023-02-11 21:27:56+00:00,1,False
Sebastian_W,0,,52,2024-09-07 13:41:19+00:00,2024-09-07 13:41:19+00:00,52,False
Sebastián M,1,2024-07-29 16:27:43+00:00,12,2024-07-29 17:26:33+00:00,2024-07-29 16:27:43+00:00,13,False
Sen,3,2024-08-04 11:28:26+00:00,2,2024-10-25 11:17:54+00:00,2024-08-04 11:28:26+00:00,5,False
Serge Sunlust Solkatt,8,2023-07-08 20:04:36+00:00,19,2023-07-08 20:26:30+00:00,2023-07-08 20:04:36+00:00,27,False
Shayan,1,2023-11-30 12:06:29+00:00,1,2023-11-30 12:20:02+00:00,2023-11-30 12:06:29+00:00,2,False
Siddharth Sahoo,2,2022-09-26 06:47:04+00:00,0,,2022-09-26 06:47:04+00:00,2,False
Simic,0,,1,2024-05-21 20:14:59+00:00,2024-05-21 20:14:59+00:00,1,False
Simon,3,2025-05-25 16:22:44+00:00,0,,2025-05-25 16:22:44+00:00,3,False
Slack,2,2024-05-12 19:31:04+00:00,2,2024-05-12 19:52:52+00:00,2024-05-12 19:31:04+00:00,4,False
Slav,2,2023-12-11 12:05:03+00:00,0,,2023-12-11 12:05:03+00:00,2,False
Snake-Lady Fighter JoJoMathsFish,0,,24,2024-10-29 17:34:31+00:00,2024-10-29 17:34:31+00:00,24,False
Snow,0,,4,2025-03-12 11:55:56+00:00,2025-03-12 11:55:56+00:00,4,False
Soum,3,2023-03-06 06:57:53+00:00,1,2023-04-03 06:18:33+00:00,2023-03-06 06:57:53+00:00,4,False
Sourire_avec_lunette_DW,3,2022-10-03 20:42:28+00:00,8,2022-10-03 22:07:56+00:00,2022-10-03 20:42:28+00:00,11,False
Spaceman,3,2023-01-21 01:44:28+00:00,11,2023-01-21 05:50:06+00:00,2023-01-21 01:44:28+00:00,14,False
Sprigazalea,1,2025-01-31 05:17:10+00:00,3,2025-02-01 03:44:37+00:00,2025-01-31 05:17:10+00:00,4,False
Starbreeze,6,2022-12-14 19:08:32+00:00,31,2022-12-14 20:04:40+00:00,2022-12-14 19:08:32+00:00,37,False
Stephan,2,2023-03-18 19:10:17+00:00,2,2023-03-18 22:59:22+00:00,2023-03-18 19:10:17+00:00,4,False
Stephen Mutheu,0,,1,2024-05-12 08:06:40+00:00,2024-05-12 08:06:40+00:00,1,False
Stonelar,0,,4,2024-09-28 12:14:07+00:00,2024-09-28 12:14:07+00:00,4,False
Suman Maji,2,2025-01-08 03:41:33+00:00,0,,2025-01-08 03:41:33+00:00,2,False
Suzy M,4,2024-04-11 17:38:58+00:00,10,2024-04-11 20:50:07+00:00,2024-04-11 17:38:58+00:00,14,False
Syned,1,2022-10-19 08:41:24+00:00,0,,2022-10-19 08:41:24+00:00,1,False
Tahmid Emam,0,,5,2025-01-20 08:01:29+00:00,2025-01-20 08:01:29+00:00,5,False
TanDoori CodEs,1,2024-12-11 17:00:02+00:00,4,2024-12-11 17:55:12+00:00,2024-12-11 17:00:02+00:00,5,False
Tareq,2,2023-10-25 12:48:02+00:00,4,2023-10-25 12:50:48+00:00,2023-10-25 12:48:02+00:00,6,False
Tcukawi | Arichain,1,2023-04-01 21:26:16+00:00,4,2023-04-01 21:26:32+00:00,2023-04-01 21:26:16+00:00,5,False
TechVio,2,2023-05-29 14:58:41+00:00,0,,2023-05-29 14:58:41+00:00,2,False
Temujin,0,,3,2025-04-29 14:04:58+00:00,2025-04-29 14:04:58+00:00,3,False
Tex,1,2022-09-21 12:09:48+00:00,18,2022-09-14 16:13:37+00:00,2022-09-14 16:13:37+00:00,19,False
Tezcatlipoca0000,0,,2,2023-01-13 03:15:10+00:00,2023-01-13 03:15:10+00:00,2,False
The baller,9,2024-04-23 06:36:39+00:00,90,2024-04-24 06:26:36+00:00,2024-04-23 06:36:39+00:00,99,False
TheManticore,1,2024-01-13 02:55:52+00:00,0,,2024-01-13 02:55:52+00:00,1,False
TheYuriG,0,,3,2023-02-24 07:40:05+00:00,2023-02-24 07:40:05+00:00,3,False
Tiit0.,3,2022-10-18 17:03:54+00:00,4,2023-11-01 19:04:10+00:00,2022-10-18 17:03:54+00:00,7,False
Toast.,1,2024-12-08 01:10:22+00:00,10,2024-12-08 01:16:51+00:00,2024-12-08 01:10:22+00:00,11,False
Tordur Hansen,0,,4,2025-05-23 22:45:04+00:00,2025-05-23 22:45:04+00:00,4,False
Trollmen,1,2022-10-20 14:27:55+00:00,5,2022-10-21 11:59:47+00:00,2022-10-20 14:27:55+00:00,6,False
Trudrewski,1,2024-06-26 05:18:51+00:00,2,2024-06-27 00:17:57+00:00,2024-06-26 05:18:51+00:00,3,False
Tuan,2,2024-11-07 14:16:31+00:00,10,2024-11-07 14:33:47+00:00,2024-11-07 14:16:31+00:00,12,False
Tumbo,1,2025-05-23 22:40:17+00:00,3,2025-05-26 04:01:07+00:00,2025-05-23 22:40:17+00:00,4,False
TyeCodes,3,2024-07-24 20:04:39+00:00,3,2024-07-24 20:04:57+00:00,2024-07-24 20:04:39+00:00,6,False
Tylevo,3,2024-06-10 20:15:11+00:00,27,2024-06-10 20:23:20+00:00,2024-06-10 20:15:11+00:00,30,False
Uchiha,1,2022-11-25 08:19:11+00:00,0,,2022-11-25 08:19:11+00:00,1,False
Udai,2,2023-11-05 11:48:21+00:00,2,2023-11-05 13:28:19+00:00,2023-11-05 11:48:21+00:00,4,False
Umaschamber,3,2023-06-01 15:04:42+00:00,0,,2023-06-01 15:04:42+00:00,3,False
Uploadsys,0,,9,2024-05-22 12:25:56+00:00,2024-05-22 12:25:56+00:00,9,False
Vengeance,1,2025-03-15 12:39:20+00:00,0,,2025-03-15 12:39:20+00:00,1,False
Vipe,8,2024-02-26 10:36:09+00:00,48,2024-02-26 10:36:48+00:00,2024-02-26 10:36:09+00:00,56,False
Viveksinh,2,2023-04-21 03:01:59+00:00,0,,2023-04-21 03:01:59+00:00,2,False
Việt An,1,2023-08-16 10:58:30+00:00,0,,2023-08-16 10:58:30+00:00,1,False
Vojtěch Vlček,0,,1,2023-12-17 19:58:30+00:00,2023-12-17 19:58:30+00:00,1,False
Vyvy-vi,0,,13,2022-10-02 14:17:10+00:00,2022-10-02 14:17:10+00:00,13,False
WINNER,11,2023-09-18 16:48:45+00:00,28,2023-09-19 15:32:17+00:00,2023-09-18 16:48:45+00:00,39,False
WangGang,1,2023-06-06 18:58:01+00:00,31,2022-11-17 17:01:16+00:00,2022-11-17 17:01:16+00:00,32,False
Warrior,5,2023-10-21 22:43:57+00:00,0,,2023-10-21 22:43:57+00:00,5,False
Werner,11,2024-09-29 21:42:09+00:00,62,2024-10-02 13:21:17+00:00,2024-09-29 21:42:09+00:00,73,False
Who'sThis?,1,2024-11-25 21:32:58+00:00,3,2024-11-26 07:44:50+00:00,2024-11-25 21:32:58+00:00,4,False
Wizlet,0,,1,2025-01-21 20:51:09+00:00,2025-01-21 20:51:09+00:00,1,False
Xavier,3,2023-02-06 09:59:57+00:00,0,,2023-02-06 09:59:57+00:00,3,False
Yengecbey,3,2024-05-20 16:30:53+00:00,0,,2024-05-20 16:30:53+00:00,3,False
Yllen Fernandez,2,2024-02-29 16:35:28+00:00,10,2024-02-29 17:22:22+00:00,2024-02-29 16:35:28+00:00,12,False
Yonton,4,2025-03-08 02:37:38+00:00,0,,2025-03-08 02:37:38+00:00,4,False
Yula Ywen /ˈjuː.lə ˈjwen/🎄🎅,0,,2,2024-10-07 12:54:54+00:00,2024-10-07 12:54:54+00:00,2,False
Zak,2,2024-07-13 10:23:44+00:00,8,2024-07-13 10:26:59+00:00,2024-07-13 10:23:44+00:00,10,False
Zandejn,2,2022-12-22 15:19:06+00:00,18,2022-12-22 15:38:01+00:00,2022-12-22 15:19:06+00:00,20,False
Zenon,3,2023-05-29 22:18:04+00:00,9,2023-05-31 22:57:53+00:00,2023-05-29 22:18:04+00:00,12,False
^$Astro^$,1,2025-03-28 19:32:33+00:00,6,2025-03-28 19:48:56+00:00,2025-03-28 19:32:33+00:00,7,False
^+C+^,1,2023-05-09 20:48:09+00:00,0,,2023-05-09 20:48:09+00:00,1,False
_PØLØ_,0,,1,2024-05-03 22:41:26+00:00,2024-05-03 22:41:26+00:00,1,False
_ss_e_sol,1,2023-05-27 11:13:22+00:00,0,,2023-05-27 11:13:22+00:00,1,False
aadi,1,2024-02-17 18:49:58+00:00,10,2024-02-17 19:01:52+00:00,2024-02-17 18:49:58+00:00,11,False
ab,13,2023-02-13 16:36:32+00:00,23,2023-02-14 14:10:27+00:00,2023-02-13 16:36:32+00:00,36,False
abhaygatsaraswat,2,2023-02-15 08:36:18+00:00,6,2023-02-15 08:38:15+00:00,2023-02-15 08:36:18+00:00,8,False
abinding04,1,2024-04-01 13:47:26+00:00,0,,2024-04-01 13:47:26+00:00,1,False
abrartechie,2,2022-10-28 04:04:06+00:00,0,,2022-10-28 04:04:06+00:00,2,False
adimon,0,,5,2024-01-27 10:24:35+00:00,2024-01-27 10:24:35+00:00,5,False
aditya_alshi_,2,2024-01-13 06:33:01+00:00,1,2024-02-14 23:18:29+00:00,2024-01-13 06:33:01+00:00,3,False
africthenucleo,0,,2,2022-12-14 20:58:19+00:00,2022-12-14 20:58:19+00:00,2,False
afucher,0,,3,2023-02-07 01:20:23+00:00,2023-02-07 01:20:23+00:00,3,False
agent,0,,8,2023-01-11 16:58:14+00:00,2023-01-11 16:58:14+00:00,8,False
ahoseinagha,0,,1,2023-02-25 06:47:03+00:00,2023-02-25 06:47:03+00:00,1,False
akg,1,2024-08-21 10:09:49+00:00,1,2024-08-21 21:51:49+00:00,2024-08-21 10:09:49+00:00,2,False
akidev,3,2024-01-20 18:05:03+00:00,12,2024-01-20 18:41:16+00:00,2024-01-20 18:05:03+00:00,15,False
alekgr,0,,1,2023-03-30 17:55:37+00:00,2023-03-30 17:55:37+00:00,1,False
amrit_kt,0,,2,2024-12-30 09:42:43+00:00,2024-12-30 09:42:43+00:00,2,False
andreninpad,1,2024-10-30 11:30:24+00:00,7,2024-10-30 11:39:28+00:00,2024-10-30 11:30:24+00:00,8,False
andresrojas9666,1,2024-07-22 17:01:53+00:00,2,2024-07-25 20:47:43+00:00,2024-07-22 17:01:53+00:00,3,False
andreydmitriev39r,0,,30,2022-09-14 16:22:51+00:00,2022-09-14 16:22:51+00:00,30,False
apple,1,2023-02-23 03:37:31+00:00,7,2023-02-23 01:40:00+00:00,2023-02-23 01:40:00+00:00,8,False
augschütze,12,2022-10-12 03:20:23+00:00,0,,2022-10-12 03:20:23+00:00,12,False
ayidSudirman,1,2024-05-16 05:41:46+00:00,1,2024-05-02 04:52:55+00:00,2024-05-02 04:52:55+00:00,2,False
bassem,2,2023-12-25 19:30:36+00:00,0,,2023-12-25 19:30:36+00:00,2,False
bibashmanjusubedi,3,2023-07-26 11:19:27+00:00,0,,2023-07-26 11:19:27+00:00,3,False
bibekkshetri.,0,,1,2024-03-02 14:04:19+00:00,2024-03-02 14:04:19+00:00,1,False
bienvenue cedrick,1,2024-10-19 07:57:18+00:00,2,2024-10-20 08:24:04+00:00,2024-10-19 07:57:18+00:00,3,False
bilalaa365,1,2025-01-04 09:34:00+00:00,0,,2025-01-04 09:34:00+00:00,1,False
bjrutledge,0,,1,2023-01-01 01:37:22+00:00,2023-01-01 01:37:22+00:00,1,False
blagoje13,0,,4,2024-10-17 13:12:44+00:00,2024-10-17 13:12:44+00:00,4,False
blamblam,2,2023-07-19 01:29:08+00:00,2,2023-07-19 01:52:35+00:00,2023-07-19 01:29:08+00:00,4,False
bogus_fogus,1,2024-12-09 20:22:24+00:00,0,,2024-12-09 20:22:24+00:00,1,False
