author,questions_posted,first_question,answers_posted,first_answer,join_date,total_posts,is_bot
bradtaniguchi,1,2024-11-11 00:10:30+00:00,71,2022-09-14 16:13:42+00:00,2022-09-14 16:13:42+00:00,72,False
brat,3,2023-04-08 23:32:10+00:00,0,,2023-04-08 23:32:10+00:00,3,False
brick wall,2,2024-11-23 12:03:43+00:00,0,,2024-11-23 12:03:43+00:00,2,False
brr,1,2024-08-10 02:26:31+00:00,1,2024-08-10 02:27:14+00:00,2024-08-10 02:26:31+00:00,2,False
bunchofrdmltrs,0,,2,2022-11-30 05:15:37+00:00,2022-11-30 05:15:37+00:00,2,False
buzzlebee,1,2025-05-31 20:28:14+00:00,0,,2025-05-31 20:28:14+00:00,1,False
carlosfrontend,0,,36,2023-06-03 16:37:28+00:00,2023-06-03 16:37:28+00:00,36,False
chef,2,2023-05-23 23:58:32+00:00,28,2023-05-23 23:59:13+00:00,2023-05-23 23:58:32+00:00,30,False
cibejjaka,1,2025-03-30 18:32:21+00:00,10,2025-03-30 20:13:45+00:00,2025-03-30 18:32:21+00:00,11,False
codacious,1,2023-02-08 10:37:43+00:00,0,,2023-02-08 10:37:43+00:00,1,False
coffee jelly ouid brownies,0,,1,2023-03-06 23:03:18+00:00,2023-03-06 23:03:18+00:00,1,False
curioventurer,0,,2,2023-05-15 12:21:01+00:00,2023-05-15 12:21:01+00:00,2,False
cyberia777,1,2024-01-15 02:07:50+00:00,1,2024-01-15 15:03:18+00:00,2024-01-15 02:07:50+00:00,2,False
daily_codes,0,,2,2025-05-28 22:25:39+00:00,2025-05-28 22:25:39+00:00,2,False
darkvader,1,2024-11-13 15:01:49+00:00,1,2024-11-17 18:39:05+00:00,2024-11-13 15:01:49+00:00,2,False
david,0,,2,2024-01-06 19:03:05+00:00,2024-01-06 19:03:05+00:00,2,False
davide_ravasi,0,,6,2024-02-12 07:47:28+00:00,2024-02-12 07:47:28+00:00,6,False
deathgamer...,5,2023-02-12 03:41:39+00:00,2,2023-02-12 03:48:22+00:00,2023-02-12 03:41:39+00:00,7,False
deep_learning_42,0,,2,2024-06-04 09:36:15+00:00,2024-06-04 09:36:15+00:00,2,False
derdomi123,1,2023-04-15 20:50:37+00:00,0,,2023-04-15 20:50:37+00:00,1,False
dermio,0,,3,2024-07-25 16:34:01+00:00,2024-07-25 16:34:01+00:00,3,False
deusiel,0,,2,2022-12-29 18:20:31+00:00,2022-12-29 18:20:31+00:00,2,False
devasya,2,2024-08-01 10:50:19+00:00,10,2024-08-02 13:38:16+00:00,2024-08-01 10:50:19+00:00,12,False
dharnny$50trillion,3,2024-03-04 13:08:05+00:00,0,,2024-03-04 13:08:05+00:00,3,False
dishantydv,0,,1,2024-02-22 17:40:48+00:00,2024-02-22 17:40:48+00:00,1,False
djcharliedeville,2,2025-04-19 18:50:36+00:00,10,2025-04-20 16:39:08+00:00,2025-04-19 18:50:36+00:00,12,False
ecniiiv,2,2023-10-24 10:33:26+00:00,0,,2023-10-24 10:33:26+00:00,2,False
eden,1,2022-12-18 14:27:30+00:00,5,2022-12-18 15:16:12+00:00,2022-12-18 14:27:30+00:00,6,False
elin5883,3,2023-04-02 18:44:12+00:00,0,,2023-04-02 18:44:12+00:00,3,False
error-four-o-four,0,,1,2023-01-31 06:48:41+00:00,2023-01-31 06:48:41+00:00,1,False
erzuaa,1,2023-06-04 11:23:53+00:00,0,,2023-06-04 11:23:53+00:00,1,False
eusebieDev,2,2024-04-15 17:46:16+00:00,2,2024-04-16 01:18:35+00:00,2024-04-15 17:46:16+00:00,4,False
ezakaria,2,2023-07-08 04:56:04+00:00,0,,2023-07-08 04:56:04+00:00,2,False
fae ✧･ﾟ,1,2024-05-24 16:20:33+00:00,0,,2024-05-24 16:20:33+00:00,1,False
falke,2,2022-10-03 06:11:09+00:00,0,,2022-10-03 06:11:09+00:00,2,False
filus,1,2024-09-10 23:58:48+00:00,0,,2024-09-10 23:58:48+00:00,1,False
fionn,2,2024-03-27 12:01:29+00:00,0,,2024-03-27 12:01:29+00:00,2,False
fixrupr,0,,1,2024-11-07 20:36:40+00:00,2024-11-07 20:36:40+00:00,1,False
freek,0,,1,2023-02-08 07:51:24+00:00,2023-02-08 07:51:24+00:00,1,False
geeky_soul_86,1,2024-09-20 15:33:03+00:00,0,,2024-09-20 15:33:03+00:00,1,False
glowstick,0,,1,2024-03-01 00:36:33+00:00,2024-03-01 00:36:33+00:00,1,False
gregWDumont,2,2023-02-03 08:50:36+00:00,2,2023-02-04 23:43:09+00:00,2023-02-03 08:50:36+00:00,4,False
gregersvartskinn,2,2022-12-25 21:18:01+00:00,8,2022-12-26 09:50:46+00:00,2022-12-25 21:18:01+00:00,10,False
griffith,3,2025-04-28 05:17:34+00:00,0,,2025-04-28 05:17:34+00:00,3,False
grindersDev,3,2024-09-19 20:52:09+00:00,3,2024-09-19 20:53:34+00:00,2024-09-19 20:52:09+00:00,6,False
grownslippy,1,2023-09-23 19:47:13+00:00,0,,2023-09-23 19:47:13+00:00,1,False
gurt,1,2024-10-17 14:42:45+00:00,11,2024-10-17 14:43:22+00:00,2024-10-17 14:42:45+00:00,12,False
hahaha,0,,4,2024-11-07 15:26:33+00:00,2024-11-07 15:26:33+00:00,4,False
hambrony,2,2025-04-16 16:33:04+00:00,13,2025-04-08 16:34:20+00:00,2025-04-08 16:34:20+00:00,15,False
hana,11,2024-07-09 23:39:30+00:00,234,2022-09-18 00:41:35+00:00,2022-09-18 00:41:35+00:00,245,False
hfung,0,,3,2023-06-03 16:01:23+00:00,2023-06-03 16:01:23+00:00,3,False
hike632,0,,3,2023-04-06 13:07:45+00:00,2023-04-06 13:07:45+00:00,3,False
huyenltnguyen,0,,6,2023-12-26 19:21:32+00:00,2023-12-26 19:21:32+00:00,6,False
ian || shenanigans,3,2024-11-13 21:54:38+00:00,0,,2024-11-13 21:54:38+00:00,3,False
icecub,0,,2,2023-01-01 20:20:40+00:00,2023-01-01 20:20:40+00:00,2,False
ilenia (they/them),6,2024-01-11 22:02:32+00:00,201,2022-09-15 17:04:51+00:00,2022-09-15 17:04:51+00:00,207,False
ilenia | they/them | UTC+1,0,,2,2023-02-15 08:37:37+00:00,2023-02-15 08:37:37+00:00,2,False
iluvflxr,6,2022-10-23 15:44:00+00:00,32,2022-10-24 04:09:02+00:00,2022-10-23 15:44:00+00:00,38,False
inalelub,2,2023-12-27 19:01:10+00:00,0,,2023-12-27 19:01:10+00:00,2,False
jazzy,1,2025-01-21 14:19:42+00:00,0,,2025-01-21 14:19:42+00:00,1,False
jeremylt (he/they),12,2022-12-23 16:22:53+00:00,522,2022-09-16 05:08:36+00:00,2022-09-16 05:08:36+00:00,534,True
jimjam,3,2024-01-21 11:28:43+00:00,39,2024-01-21 11:29:11+00:00,2024-01-21 11:28:43+00:00,42,False
jluboff,0,,3,2022-09-14 16:17:26+00:00,2022-09-14 16:17:26+00:00,3,False
johnny  the fifth,0,,1,2024-08-03 18:09:13+00:00,2024-08-03 18:09:13+00:00,1,False
johnny the fifth,27,2023-02-21 05:33:47+00:00,20,2023-02-24 17:24:41+00:00,2023-02-21 05:33:47+00:00,47,False
jun,4,2024-01-05 16:19:45+00:00,3,2024-01-05 16:24:14+00:00,2024-01-05 16:19:45+00:00,7,False
just ∫du it,1,2024-05-02 21:57:35+00:00,0,,2024-05-02 21:57:35+00:00,1,False
justawalltap,1,2022-12-13 02:38:08+00:00,1,2022-12-13 13:54:57+00:00,2022-12-13 02:38:08+00:00,2,False
justjust,2,2023-03-07 20:08:33+00:00,0,,2023-03-07 20:08:33+00:00,2,False
k. gizzla,2,2024-09-12 19:37:39+00:00,4,2024-09-13 19:04:01+00:00,2024-09-12 19:37:39+00:00,6,False
k3rnlp4n1c,4,2022-11-03 15:30:51+00:00,0,,2022-11-03 15:30:51+00:00,4,False
kC,1,2025-02-18 06:18:46+00:00,7,2025-02-18 06:22:12+00:00,2025-02-18 06:18:46+00:00,8,False
kWiz,0,,1,2023-07-21 10:18:50+00:00,2023-07-21 10:18:50+00:00,1,False
k_11.0,1,2024-11-02 20:02:52+00:00,0,,2024-11-02 20:02:52+00:00,1,False
kaidecoder,2,2023-12-21 05:26:22+00:00,2,2023-12-21 08:44:01+00:00,2023-12-21 05:26:22+00:00,4,False
kb,4,2022-12-02 15:38:36+00:00,16,2022-12-02 15:39:43+00:00,2022-12-02 15:38:36+00:00,20,False
khan,3,2025-05-27 11:51:54+00:00,0,,2025-05-27 11:51:54+00:00,3,False
khushi baloch,1,2025-05-20 14:49:43+00:00,0,,2025-05-20 14:49:43+00:00,1,False
knight,2,2023-11-15 10:50:31+00:00,0,,2023-11-15 10:50:31+00:00,2,False
knightofchapra,0,,2,2024-09-27 04:55:10+00:00,2024-09-27 04:55:10+00:00,2,False
laurentaylor2433,3,2023-01-29 02:26:18+00:00,4,2023-01-29 04:20:34+00:00,2023-01-29 02:26:18+00:00,7,False
leNatto,2,2024-01-02 16:37:53+00:00,1,2024-01-02 18:05:10+00:00,2024-01-02 16:37:53+00:00,3,False
legorat,2,2025-05-26 20:34:06+00:00,18,2025-05-26 21:14:57+00:00,2025-05-26 20:34:06+00:00,20,False
liam.gower,1,2024-05-04 20:56:43+00:00,4,2024-05-05 11:40:38+00:00,2024-05-04 20:56:43+00:00,5,False
localhost,40,2024-01-23 10:38:34+00:00,186,2024-01-23 11:11:52+00:00,2024-01-23 10:38:34+00:00,226,False
lokimoya,2,2024-08-08 05:06:48+00:00,0,,2024-08-08 05:06:48+00:00,2,False
mace,1,2023-01-24 16:58:28+00:00,3,2023-01-24 17:12:32+00:00,2023-01-24 16:58:28+00:00,4,False
main.rs,0,,3,2023-10-13 18:22:07+00:00,2023-10-13 18:22:07+00:00,3,False
manuel,1,2024-02-27 12:07:26+00:00,3,2024-02-27 12:52:44+00:00,2024-02-27 12:07:26+00:00,4,False
mathangig.,1,2024-04-03 18:06:30+00:00,0,,2024-04-03 18:06:30+00:00,1,False
maty_marrokin,1,2023-12-29 17:49:27+00:00,0,,2023-12-29 17:49:27+00:00,1,False
maxen,4,2024-03-11 07:54:37+00:00,23,2024-03-11 08:04:53+00:00,2024-03-11 07:54:37+00:00,27,False
mevcotir,1,2023-01-26 22:37:12+00:00,13,2023-01-27 22:32:58+00:00,2023-01-26 22:37:12+00:00,14,False
mfaathirarsa,3,2024-05-06 13:04:30+00:00,6,2024-05-06 13:08:39+00:00,2024-05-06 13:04:30+00:00,9,False
mikev,1,2023-03-16 23:25:16+00:00,6,2023-03-16 23:47:20+00:00,2023-03-16 23:25:16+00:00,7,False
mohamed9,1,2023-12-07 13:33:03+00:00,5,2023-12-07 13:44:27+00:00,2023-12-07 13:33:03+00:00,6,False
monz,4,2023-08-20 21:31:07+00:00,12,2023-08-21 20:54:22+00:00,2023-08-20 21:31:07+00:00,16,False
mr-kumar,1,2024-04-14 17:22:06+00:00,1,2024-04-14 21:35:22+00:00,2024-04-14 17:22:06+00:00,2,False
mr.mathur,1,2024-10-17 11:32:03+00:00,0,,2024-10-17 11:32:03+00:00,1,False
muad,0,,2,2024-10-17 14:50:40+00:00,2024-10-17 14:50:40+00:00,2,False
mvetom,0,,1,2023-12-25 22:53:59+00:00,2023-12-25 22:53:59+00:00,1,False
n4pZ,0,,3,2024-09-15 09:39:33+00:00,2024-09-15 09:39:33+00:00,3,False
nIghT,4,2023-01-20 11:24:51+00:00,34,2023-01-20 11:41:00+00:00,2023-01-20 11:24:51+00:00,38,False
nekit,0,,1,2024-10-19 15:15:22+00:00,2024-10-19 15:15:22+00:00,1,False
neo,2,2024-09-04 04:07:39+00:00,0,,2024-09-04 04:07:39+00:00,2,False
nicolelearner,0,,3,2024-03-15 21:48:27+00:00,2024-03-15 21:48:27+00:00,3,False
nikameush,0,,3,2022-12-31 07:44:02+00:00,2022-12-31 07:44:02+00:00,3,False
no,0,,8,2023-03-30 13:50:27+00:00,2023-03-30 13:50:27+00:00,8,False
numb,2,2022-09-30 16:44:34+00:00,18,2022-09-30 17:06:09+00:00,2022-09-30 16:44:34+00:00,20,False
offby1,0,,5,2024-12-09 21:54:13+00:00,2024-12-09 21:54:13+00:00,5,False
omar,0,,1,2023-06-12 12:48:19+00:00,2023-06-12 12:48:19+00:00,1,False
oppblockjoe,0,,1,2024-07-15 12:54:32+00:00,2024-07-15 12:54:32+00:00,1,False
pirgoldenflab,0,,4,2024-03-05 08:50:59+00:00,2024-03-05 08:50:59+00:00,4,False
plamoni,16,2022-12-08 16:55:13+00:00,154,2022-12-15 05:15:09+00:00,2022-12-08 16:55:13+00:00,170,False
plastic333,0,,1,2022-10-18 19:08:48+00:00,2022-10-18 19:08:48+00:00,1,False
poly,0,,3,2022-09-15 13:24:25+00:00,2022-09-15 13:24:25+00:00,3,False
popo the clown 🤡,1,2025-03-03 22:05:30+00:00,1,2025-03-03 22:05:43+00:00,2025-03-03 22:05:30+00:00,2,False
potsticker（饺子之王子）,0,,4,2023-08-28 05:27:28+00:00,2023-08-28 05:27:28+00:00,4,False
pragmaticM678,0,,8,2024-02-21 12:32:14+00:00,2024-02-21 12:32:14+00:00,8,False
prodoit,3,2024-02-04 09:16:00+00:00,2,2023-12-11 18:23:06+00:00,2023-12-11 18:23:06+00:00,5,False
prolefeed_me,1,2023-10-13 02:59:07+00:00,0,,2023-10-13 02:59:07+00:00,1,False
punitdave,0,,6,2025-05-01 16:13:45+00:00,2025-05-01 16:13:45+00:00,6,False
purple crayon,1,2024-11-05 07:40:52+00:00,0,,2024-11-05 07:40:52+00:00,1,False
raFFe,1,2023-01-30 19:08:03+00:00,0,,2023-01-30 19:08:03+00:00,1,False
rapraider,1,2024-05-04 22:17:17+00:00,1,2024-05-05 14:21:36+00:00,2024-05-04 22:17:17+00:00,2,False
raquel,1,2023-08-20 17:40:09+00:00,0,,2023-08-20 17:40:09+00:00,1,False
reel0green,1,2023-03-06 03:17:20+00:00,2,2023-03-06 20:43:10+00:00,2023-03-06 03:17:20+00:00,3,False
renny,1,2025-05-28 08:52:39+00:00,0,,2025-05-28 08:52:39+00:00,1,False
rhlzd_,2,2023-05-05 13:07:25+00:00,2,2023-05-05 13:54:44+00:00,2023-05-05 13:07:25+00:00,4,False
rippledwater,0,,1,2023-09-14 08:56:19+00:00,2023-09-14 08:56:19+00:00,1,False
rishbish,1,2023-11-16 15:08:13+00:00,7,2023-11-16 16:51:08+00:00,2023-11-16 15:08:13+00:00,8,False
rivers07_,1,2024-12-20 13:32:17+00:00,0,,2024-12-20 13:32:17+00:00,1,False
rlax,1,2023-05-01 18:18:42+00:00,0,,2023-05-01 18:18:42+00:00,1,False
rmnpch,2,2023-04-27 14:04:41+00:00,5,2023-04-20 11:19:39+00:00,2023-04-20 11:19:39+00:00,7,False
rustamdocstranslator,0,,8,2023-02-08 12:22:16+00:00,2023-02-08 12:22:16+00:00,8,False
sagi_r,0,,3,2023-06-17 06:08:55+00:00,2023-06-17 06:08:55+00:00,3,False
saladin4819,1,2022-10-03 07:56:26+00:00,5,2022-10-03 08:37:31+00:00,2022-10-03 07:56:26+00:00,6,False
salamtuga yashariku,1,2023-02-21 20:10:57+00:00,0,,2023-02-21 20:10:57+00:00,1,False
sazk,1,2023-09-15 21:09:04+00:00,25,2023-05-15 11:04:07+00:00,2023-05-15 11:04:07+00:00,26,False
scanteo,0,,1,2025-01-06 05:56:00+00:00,2025-01-06 05:56:00+00:00,1,False
schismssss,1,2024-11-24 19:58:28+00:00,0,,2024-11-24 19:58:28+00:00,1,False
secondarymonitor (Amin),3,2023-02-05 21:17:05+00:00,1,2023-02-05 21:30:13+00:00,2023-02-05 21:17:05+00:00,4,False
semmyenator,0,,1,2024-08-28 12:07:25+00:00,2024-08-28 12:07:25+00:00,1,False
shanky,5,2023-11-28 16:27:09+00:00,0,,2023-11-28 16:27:09+00:00,5,False
shiftstick,0,,1,2023-11-29 05:24:24+00:00,2023-11-29 05:24:24+00:00,1,False
shiju,0,,6,2025-05-20 15:40:32+00:00,2025-05-20 15:40:32+00:00,6,False
shoeler,0,,1,2024-02-18 18:20:38+00:00,2024-02-18 18:20:38+00:00,1,False
shone,1,2024-07-05 15:52:08+00:00,16,2024-07-05 15:57:40+00:00,2024-07-05 15:52:08+00:00,17,False
shootermv,0,,26,2023-05-16 10:54:38+00:00,2023-05-16 10:54:38+00:00,26,False
shvn,1,2024-11-26 17:15:39+00:00,1,2024-11-26 17:24:35+00:00,2024-11-26 17:15:39+00:00,2,False
simch1p,1,2022-12-07 02:54:12+00:00,0,,2022-12-07 02:54:12+00:00,1,False
smit8876,1,2024-10-17 13:59:18+00:00,0,,2024-10-17 13:59:18+00:00,1,False
sneakyopossum,0,,1,2023-01-27 07:34:40+00:00,2023-01-27 07:34:40+00:00,1,False
sojourner318,1,2024-09-17 14:30:03+00:00,8,2024-09-17 14:30:35+00:00,2024-09-17 14:30:03+00:00,9,False
sprinting,0,,2,2024-09-07 01:17:07+00:00,2024-09-07 01:17:07+00:00,2,False
starasaurus,3,2023-07-22 15:36:11+00:00,0,,2023-07-22 15:36:11+00:00,3,False
strado,1,2023-10-05 03:52:40+00:00,0,,2023-10-05 03:52:40+00:00,1,False
tchatapat,1,2022-10-14 15:03:07+00:00,3,2022-10-14 15:03:52+00:00,2022-10-14 15:03:07+00:00,4,False
tgrtim,0,,33,2023-07-08 11:47:12+00:00,2023-07-08 11:47:12+00:00,33,False
thePresiding,2,2024-02-02 02:00:41+00:00,0,,2024-02-02 02:00:41+00:00,2,False
theSeek3r,0,,3,2023-03-08 22:35:55+00:00,2023-03-08 22:35:55+00:00,3,False
thekzg,1,2024-07-17 18:29:36+00:00,0,,2024-07-17 18:29:36+00:00,1,False
therealb,0,,5,2024-01-11 22:02:56+00:00,2024-01-11 22:02:56+00:00,5,False
theunseen,2,2023-01-15 13:20:51+00:00,2,2023-01-15 14:20:20+00:00,2023-01-15 13:20:51+00:00,4,False
thornyroses,2,2022-11-30 14:23:44+00:00,2,2022-11-30 21:06:15+00:00,2022-11-30 14:23:44+00:00,4,False
timo,4,2023-01-20 16:13:33+00:00,0,,2023-01-20 16:13:33+00:00,4,False
tobyPlaysTheUke,0,,34,2022-12-17 14:47:35+00:00,2022-12-17 14:47:35+00:00,34,False
tomatocultivator2879,1,2024-05-22 10:43:31+00:00,0,,2024-05-22 10:43:31+00:00,1,False
trickthevick,5,2023-01-30 13:27:59+00:00,0,,2023-01-30 13:27:59+00:00,5,False
tsukasafan,1,2024-01-31 19:09:15+00:00,0,,2024-01-31 19:09:15+00:00,1,False
unicorn,1,2023-04-04 16:00:01+00:00,2,2023-04-04 19:17:47+00:00,2023-04-04 16:00:01+00:00,3,False
unkn0wnd.fbx,3,2024-10-24 09:40:27+00:00,0,,2024-10-24 09:40:27+00:00,3,False
vakhil98,2,2023-10-10 05:02:38+00:00,0,,2023-10-10 05:02:38+00:00,2,False
vandroid,2,2022-10-18 10:15:38+00:00,0,,2022-10-18 10:15:38+00:00,2,False
var,0,,1,2023-09-14 13:26:01+00:00,2023-09-14 13:26:01+00:00,1,False
verdothy,0,,1,2024-12-13 00:34:05+00:00,2024-12-13 00:34:05+00:00,1,False
walter black,1,2022-10-08 05:07:30+00:00,0,,2022-10-08 05:07:30+00:00,1,False
weemarb,1,2025-03-24 01:44:52+00:00,1,2025-03-24 01:46:35+00:00,2025-03-24 01:44:52+00:00,2,False
xcun,0,,1,2024-07-26 18:13:13+00:00,2024-07-26 18:13:13+00:00,1,False
xoxo,1,2024-08-07 13:40:42+00:00,7,2024-08-07 13:55:21+00:00,2024-08-07 13:40:42+00:00,8,False
yousef ahmed,3,2024-08-24 04:18:39+00:00,0,,2024-08-24 04:18:39+00:00,3,False
zohra64,0,,1,2023-01-02 16:20:36+00:00,2023-01-02 16:20:36+00:00,1,False
~/ Cultured Man,2,2024-02-04 17:04:23+00:00,0,,2024-02-04 17:04:23+00:00,2,False
ʍǟӼɨƈʀʊɨֆɛ,1,2025-02-17 11:36:25+00:00,0,,2025-02-17 11:36:25+00:00,1,False
ωιηтєяѕιѕтα,1,2024-03-28 07:48:08+00:00,5,2024-03-28 07:48:40+00:00,2024-03-28 07:48:08+00:00,6,False
ުbްuާlާhްaްa,0,,31,2024-03-17 15:26:25+00:00,2024-03-17 15:26:25+00:00,31,False
ᗩᒪᓰ_,1,2024-08-12 03:26:27+00:00,0,,2024-08-12 03:26:27+00:00,1,False
᲼,4,2024-10-19 11:51:06+00:00,37,2024-10-19 16:33:53+00:00,2024-10-19 11:51:06+00:00,41,False
♠ ℤ𝕖𝕗𝕦𝕝𝕚 ♥,5,2024-01-14 20:22:49+00:00,5,2024-01-14 20:24:29+00:00,2024-01-14 20:22:49+00:00,10,False
〘アズ国〙アキラ,1,2023-04-10 12:53:37+00:00,3,2023-04-10 14:15:54+00:00,2023-04-10 12:53:37+00:00,4,False
アスラ,5,2023-01-18 22:54:29+00:00,33,2023-01-19 16:48:22+00:00,2023-01-18 22:54:29+00:00,38,False
𝐵𝑒𝓁𝓁𝒶 𝓈𝒾𝑔𝓃𝑜𝓇𝒶,1,2024-05-07 21:35:56+00:00,3,2024-05-07 21:36:05+00:00,2024-05-07 21:35:56+00:00,4,False
𝑩𝑨𝑮𝑨-37,1,2024-02-21 12:44:04+00:00,0,,2024-02-21 12:44:04+00:00,1,False
𝔗𝔞𝔩𝔦𝔡𝔞𝔑𝔦,1,2024-10-16 09:04:49+00:00,7,2024-10-16 09:12:44+00:00,2024-10-16 09:04:49+00:00,8,False
🐰emilie🧬,0,,3,2024-08-21 14:09:52+00:00,2024-08-21 14:09:52+00:00,3,False
💀ʟɨʄɛ ɨֆ աօʀֆɛ💀,1,2022-09-15 13:01:06+00:00,18,2022-09-16 04:30:16+00:00,2022-09-15 13:01:06+00:00,19,False
🩸Kyros🩸,2,2025-01-19 17:37:17+00:00,4,2025-01-19 21:11:01+00:00,2025-01-19 17:37:17+00:00,6,False
